period,stateId,stateDescription,producertypeid,producerTypeDescription,energysourceid,energySourceDescription,capability,capability-units
2024,NE,Nebraska,EU,Electric Utilities,PETIC,Petroleum - IC,124.4,megawatts
2024,NE,Nebraska,EU,Electric Utilities,SOL,Solar,17.5,megawatts
2024,NE,Nebraska,EU,Electric Utilities,SOLPV,Solar - PV,17.5,megawatts
2024,NE,Nebraska,EU,Electric Utilities,WND,Wind,59.4,megawatts
2024,NE,Nebraska,IPP,Independent Power Producers,ALL,All,3659.4,megawatts
2024,NE,Nebraska,IPP,Independent Power Producers,BAT,Battery,3.9,megawatts
2024,NE,Nebraska,IPP,Independent Power Producers,COL,Coal,61.0,megawatts
2024,NE,Nebraska,IPP,Independent Power Producers,NG,Natural Gas,15.0,megawatts
2024,NE,Nebraska,IPP,Independent Power Producers,NGIC,Natural Gas - IC,1.5,megawatts
2024,NE,Nebraska,IPP,Independent Power Producers,NGST,Natural Gas - ST,13.5,megawatts
2024,NE,Nebraska,IPP,Independent Power Producers,OBM,Other Biomass,3.0,megawatts
2024,NE,Nebraska,IPP,Independent Power Producers,SOL,Solar,119.0,megawatts
2024,NE,Nebraska,IPP,Independent Power Producers,SOLPV,Solar - PV,119.0,megawatts
2024,NE,Nebraska,IPP,Independent Power Producers,WND,Wind,3457.5,megawatts
2024,NE,Nebraska,TOT,All sectors,ALL,All,10868.2,megawatts
2024,NE,Nebraska,TOT,All sectors,BAT,Battery,4.9,megawatts
2024,NE,Nebraska,TOT,All sectors,COL,Coal,3817.9,megawatts
2024,NE,Nebraska,TOT,All sectors,HYC,Hydroelectric,278.8,megawatts
2024,NE,Nebraska,TOT,All sectors,NG,Natural Gas,1957.0,megawatts
2024,NE,Nebraska,TOT,All sectors,NGCC,Natural Gas - CC,338.9,megawatts
2024,NE,Nebraska,TOT,All sectors,NGGT,Natural Gas - GT,1104.8,megawatts
2024,NE,Nebraska,TOT,All sectors,NGIC,Natural Gas - IC,121.5,megawatts
2024,NE,Nebraska,TOT,All sectors,NGST,Natural Gas - ST,391.8,megawatts
2024,NE,Nebraska,TOT,All sectors,NUC,Nuclear,768.5,megawatts
2024,NE,Nebraska,TOT,All sectors,OBM,Other Biomass,14.0,megawatts
2024,NE,Nebraska,TOT,All sectors,PET,Petroleum,373.7,megawatts
2024,NE,Nebraska,TOT,All sectors,PETGT,Petroleum - GT,249.3,megawatts
2024,NE,Nebraska,TOT,All sectors,PETIC,Petroleum - IC,124.4,megawatts
2024,NE,Nebraska,TOT,All sectors,SOL,Solar,136.5,megawatts
2024,NE,Nebraska,TOT,All sectors,SOLPV,Solar - PV,136.5,megawatts
2024,NE,Nebraska,TOT,All sectors,WND,Wind,3516.9,megawatts
2024,NH,New Hampshire,EU,Electric Utilities,ALL,All,5.1,megawatts
2024,NH,New Hampshire,EU,Electric Utilities,HYC,Hydroelectric,5.1,megawatts
2024,NH,New Hampshire,IPP,Independent Power Producers,ALL,All,4465.2,megawatts
2024,NH,New Hampshire,IPP,Independent Power Producers,BAT,Battery,14.0,megawatts
2024,NH,New Hampshire,IPP,Independent Power Producers,COL,Coal,533.9,megawatts
2024,NH,New Hampshire,IPP,Independent Power Producers,HYC,Hydroelectric,500.7,megawatts
2024,NH,New Hampshire,IPP,Independent Power Producers,NG,Natural Gas,1632.5,megawatts
2024,NH,New Hampshire,IPP,Independent Power Producers,NGCC,Natural Gas - CC,1228.5,megawatts
2024,NH,New Hampshire,IPP,Independent Power Producers,NGGT,Natural Gas - GT,3.8,megawatts
2024,NH,New Hampshire,IPP,Independent Power Producers,NGST,Natural Gas - ST,400.2,megawatts
2024,NH,New Hampshire,IPP,Independent Power Producers,NUC,Nuclear,1250.0,megawatts
2024,NH,New Hampshire,IPP,Independent Power Producers,OBM,Other Biomass,31.1,megawatts
2024,NH,New Hampshire,IPP,Independent Power Producers,PET,Petroleum,94.0,megawatts
2024,NH,New Hampshire,IPP,Independent Power Producers,PETGT,Petroleum - GT,82.1,megawatts
2024,NH,New Hampshire,IPP,Independent Power Producers,PETIC,Petroleum - IC,4.9,megawatts
2024,NH,New Hampshire,IPP,Independent Power Producers,PETST,Petroleum - ST,7.0,megawatts
2024,NH,New Hampshire,IPP,Independent Power Producers,SOL,Solar,2.4,megawatts
2024,NH,New Hampshire,IPP,Independent Power Producers,SOLPV,Solar - PV,2.4,megawatts
2024,NH,New Hampshire,IPP,Independent Power Producers,WND,Wind,211.9,megawatts
2024,NH,New Hampshire,IPP,Independent Power Producers,WOO,Wood,194.7,megawatts
2024,NH,New Hampshire,TOT,All sectors,ALL,All,4470.3,megawatts
2024,NH,New Hampshire,TOT,All sectors,BAT,Battery,14.0,megawatts
2024,NH,New Hampshire,TOT,All sectors,COL,Coal,533.9,megawatts
2024,NH,New Hampshire,TOT,All sectors,HYC,Hydroelectric,505.8,megawatts
2024,NH,New Hampshire,TOT,All sectors,NG,Natural Gas,1632.5,megawatts
2024,NH,New Hampshire,TOT,All sectors,NGCC,Natural Gas - CC,1228.5,megawatts
2024,NH,New Hampshire,TOT,All sectors,NGGT,Natural Gas - GT,3.8,megawatts
2024,NH,New Hampshire,TOT,All sectors,NGST,Natural Gas - ST,400.2,megawatts
2024,NH,New Hampshire,TOT,All sectors,NUC,Nuclear,1250.0,megawatts
2024,NH,New Hampshire,TOT,All sectors,OBM,Other Biomass,31.1,megawatts
2024,NH,New Hampshire,TOT,All sectors,PET,Petroleum,94.0,megawatts
2024,NH,New Hampshire,TOT,All sectors,PETGT,Petroleum - GT,82.1,megawatts
2024,NH,New Hampshire,TOT,All sectors,PETIC,Petroleum - IC,4.9,megawatts
2024,NH,New Hampshire,TOT,All sectors,PETST,Petroleum - ST,7.0,megawatts
2024,NH,New Hampshire,TOT,All sectors,SOL,Solar,2.4,megawatts
2024,NH,New Hampshire,TOT,All sectors,SOLPV,Solar - PV,2.4,megawatts
2024,NH,New Hampshire,TOT,All sectors,WND,Wind,211.9,megawatts
2024,NH,New Hampshire,TOT,All sectors,WOO,Wood,194.7,megawatts
2024,NJ,New Jersey,EU,Electric Utilities,ALL,All,206.0,megawatts
2024,NJ,New Jersey,EU,Electric Utilities,BAT,Battery,2.1,megawatts
2024,NJ,New Jersey,EU,Electric Utilities,NG,Natural Gas,110.0,megawatts
2024,NJ,New Jersey,EU,Electric Utilities,NGGT,Natural Gas - GT,110.0,megawatts
2024,NJ,New Jersey,EU,Electric Utilities,PET,Petroleum,6.0,megawatts
2024,NJ,New Jersey,EU,Electric Utilities,PETIC,Petroleum - IC,6.0,megawatts
2024,NJ,New Jersey,EU,Electric Utilities,SOL,Solar,87.9,megawatts
2024,NJ,New Jersey,EU,Electric Utilities,SOLPV,Solar - PV,87.9,megawatts
2024,NJ,New Jersey,IPP,Independent Power Producers,ALL,All,16399.8,megawatts
2024,NJ,New Jersey,IPP,Independent Power Producers,BAT,Battery,107.6,megawatts
2024,NJ,New Jersey,IPP,Independent Power Producers,HPS,Pumped Storage,416.1,megawatts
2024,NJ,New Jersey,IPP,Independent Power Producers,HYC,Hydroelectric,12.3,megawatts
2024,NJ,New Jersey,IPP,Independent Power Producers,NG,Natural Gas,10783.1,megawatts
2024,NJ,New Jersey,IPP,Independent Power Producers,NGCC,Natural Gas - CC,8222.0,megawatts
2024,NJ,New Jersey,IPP,Independent Power Producers,NGGT,Natural Gas - GT,2494.2,megawatts
2024,NJ,New Jersey,IPP,Independent Power Producers,NGIC,Natural Gas - IC,32.8,megawatts
2024,NJ,New Jersey,IPP,Independent Power Producers,NGOTH,Natural Gas - OTH,12.6,megawatts
2024,NJ,New Jersey,IPP,Independent Power Producers,NGST,Natural Gas - ST,21.5,megawatts
2024,NJ,New Jersey,IPP,Independent Power Producers,NUC,Nuclear,3456.7,megawatts
2024,NJ,New Jersey,IPP,Independent Power Producers,OBM,Other Biomass,188.7,megawatts
2024,NJ,New Jersey,IPP,Independent Power Producers,OOG,Other Gas,29.0,megawatts
2024,NJ,New Jersey,IPP,Independent Power Producers,OT,Other,11.2,megawatts
2024,NJ,New Jersey,IPP,Independent Power Producers,PET,Petroleum,295.7,megawatts
2024,NJ,New Jersey,IPP,Independent Power Producers,PETGT,Petroleum - GT,255.3,megawatts
2024,NJ,New Jersey,IPP,Independent Power Producers,PETIC,Petroleum - IC,28.8,megawatts
2024,NJ,New Jersey,IPP,Independent Power Producers,PETOTH,Petroleum - OTH,11.6,megawatts
2024,NJ,New Jersey,IPP,Independent Power Producers,SOL,Solar,1091.8,megawatts
2024,NJ,New Jersey,IPP,Independent Power Producers,SOLPV,Solar - PV,1091.8,megawatts
2024,NJ,New Jersey,IPP,Independent Power Producers,WND,Wind,7.6,megawatts
2024,NJ,New Jersey,TOT,All sectors,ALL,All,16605.8,megawatts
2024,NJ,New Jersey,TOT,All sectors,BAT,Battery,109.7,megawatts
2024,NJ,New Jersey,TOT,All sectors,HPS,Pumped Storage,416.1,megawatts
2024,NJ,New Jersey,TOT,All sectors,HYC,Hydroelectric,12.3,megawatts
2024,NJ,New Jersey,TOT,All sectors,NG,Natural Gas,10893.1,megawatts
2024,NJ,New Jersey,TOT,All sectors,NGCC,Natural Gas - CC,8222.0,megawatts
2024,NJ,New Jersey,TOT,All sectors,NGGT,Natural Gas - GT,2604.2,megawatts
2024,NJ,New Jersey,TOT,All sectors,NGIC,Natural Gas - IC,32.8,megawatts
2024,NJ,New Jersey,TOT,All sectors,NGOTH,Natural Gas - OTH,12.6,megawatts
2024,NJ,New Jersey,TOT,All sectors,NGST,Natural Gas - ST,21.5,megawatts
2024,NJ,New Jersey,TOT,All sectors,NUC,Nuclear,3456.7,megawatts
2024,NJ,New Jersey,TOT,All sectors,OBM,Other Biomass,188.7,megawatts
2024,NJ,New Jersey,TOT,All sectors,OOG,Other Gas,29.0,megawatts
2024,NJ,New Jersey,TOT,All sectors,OT,Other,11.2,megawatts
2024,NJ,New Jersey,TOT,All sectors,PET,Petroleum,301.7,megawatts
2024,NJ,New Jersey,TOT,All sectors,PETGT,Petroleum - GT,255.3,megawatts
2024,NJ,New Jersey,TOT,All sectors,PETIC,Petroleum - IC,34.8,megawatts
2024,NJ,New Jersey,TOT,All sectors,PETOTH,Petroleum - OTH,11.6,megawatts
2024,NJ,New Jersey,TOT,All sectors,SOL,Solar,1179.7,megawatts
2024,NJ,New Jersey,TOT,All sectors,SOLPV,Solar - PV,1179.7,megawatts
2024,NJ,New Jersey,TOT,All sectors,WND,Wind,7.6,megawatts
2024,NM,New Mexico,EU,Electric Utilities,ALL,All,4589.4,megawatts
2024,NM,New Mexico,EU,Electric Utilities,BAT,Battery,18.0,megawatts
2024,NM,New Mexico,EU,Electric Utilities,COL,Coal,1540.0,megawatts
2024,NM,New Mexico,EU,Electric Utilities,HYC,Hydroelectric,82.7,megawatts
2024,NM,New Mexico,EU,Electric Utilities,NG,Natural Gas,2402.4,megawatts
2024,NM,New Mexico,EU,Electric Utilities,NGCC,Natural Gas - CC,855.6,megawatts
2024,NM,New Mexico,EU,Electric Utilities,NGGT,Natural Gas - GT,782.3,megawatts
2024,NM,New Mexico,EU,Electric Utilities,NGIC,Natural Gas - IC,43.5,megawatts
2024,NM,New Mexico,EU,Electric Utilities,NGST,Natural Gas - ST,721.0,megawatts
2024,NM,New Mexico,EU,Electric Utilities,PET,Petroleum,17.0,megawatts
2024,NM,New Mexico,EU,Electric Utilities,PETGT,Petroleum - GT,17.0,megawatts
2024,NM,New Mexico,EU,Electric Utilities,SOL,Solar,189.5,megawatts
2024,NM,New Mexico,EU,Electric Utilities,SOLPV,Solar - PV,189.5,megawatts
2024,NM,New Mexico,EU,Electric Utilities,WND,Wind,339.8,megawatts
2024,NM,New Mexico,IPP,Independent Power Producers,ALL,All,7298.0,megawatts
2024,NM,New Mexico,IPP,Independent Power Producers,BAT,Battery,671.0,megawatts
2024,NM,New Mexico,IPP,Independent Power Producers,GEO,Geothermal,8.6,megawatts
2024,NM,New Mexico,IPP,Independent Power Producers,NG,Natural Gas,792.7,megawatts
2024,NM,New Mexico,IPP,Independent Power Producers,NGCC,Natural Gas - CC,628.5,megawatts
2024,NM,New Mexico,IPP,Independent Power Producers,NGGT,Natural Gas - GT,161.0,megawatts
2024,NM,New Mexico,IPP,Independent Power Producers,NGIC,Natural Gas - IC,3.2,megawatts
2024,NM,New Mexico,IPP,Independent Power Producers,OBM,Other Biomass,6.4,megawatts
2024,NM,New Mexico,IPP,Independent Power Producers,OT,Other,0.7,megawatts
2024,NM,New Mexico,IPP,Independent Power Producers,PET,Petroleum,29.0,megawatts
2024,NM,New Mexico,IPP,Independent Power Producers,PETIC,Petroleum - IC,29.0,megawatts
2024,NM,New Mexico,IPP,Independent Power Producers,SOL,Solar,2132.4,megawatts
2024,NM,New Mexico,IPP,Independent Power Producers,SOLPV,Solar - PV,2132.4,megawatts
2024,NM,New Mexico,IPP,Independent Power Producers,WND,Wind,3657.2,megawatts
2024,NM,New Mexico,TOT,All sectors,ALL,All,11887.4,megawatts
2024,NM,New Mexico,TOT,All sectors,BAT,Battery,689.0,megawatts
2024,NM,New Mexico,TOT,All sectors,COL,Coal,1540.0,megawatts
2024,NM,New Mexico,TOT,All sectors,GEO,Geothermal,8.6,megawatts
2024,NM,New Mexico,TOT,All sectors,HYC,Hydroelectric,82.7,megawatts
2024,NM,New Mexico,TOT,All sectors,NG,Natural Gas,3195.1,megawatts
2024,NM,New Mexico,TOT,All sectors,NGCC,Natural Gas - CC,1484.1,megawatts
2024,NM,New Mexico,TOT,All sectors,NGGT,Natural Gas - GT,943.3,megawatts
2024,NM,New Mexico,TOT,All sectors,NGIC,Natural Gas - IC,46.7,megawatts
2024,NM,New Mexico,TOT,All sectors,NGST,Natural Gas - ST,721.0,megawatts
2024,NM,New Mexico,TOT,All sectors,OBM,Other Biomass,6.4,megawatts
2024,NM,New Mexico,TOT,All sectors,OT,Other,0.7,megawatts
2024,NM,New Mexico,TOT,All sectors,PET,Petroleum,46.0,megawatts
2024,NM,New Mexico,TOT,All sectors,PETGT,Petroleum - GT,17.0,megawatts
2024,NM,New Mexico,TOT,All sectors,PETIC,Petroleum - IC,29.0,megawatts
2024,NM,New Mexico,TOT,All sectors,SOL,Solar,2321.9,megawatts
2024,NM,New Mexico,TOT,All sectors,SOLPV,Solar - PV,2321.9,megawatts
2024,NM,New Mexico,TOT,All sectors,WND,Wind,3997.0,megawatts
2024,NV,Nevada,EU,Electric Utilities,ALL,All,9507.9,megawatts
2024,NV,Nevada,EU,Electric Utilities,BAT,Battery,330.0,megawatts
2024,NV,Nevada,EU,Electric Utilities,COL,Coal,522.0,megawatts
2024,NV,Nevada,EU,Electric Utilities,HYC,Hydroelectric,1039.4,megawatts
2024,NV,Nevada,EU,Electric Utilities,NG,Natural Gas,7379.0,megawatts
2024,NV,Nevada,EU,Electric Utilities,NGCC,Natural Gas - CC,5423.4,megawatts
2024,NV,Nevada,EU,Electric Utilities,NGGT,Natural Gas - GT,1621.6,megawatts
2024,NV,Nevada,EU,Electric Utilities,NGST,Natural Gas - ST,334.0,megawatts
2024,NV,Nevada,EU,Electric Utilities,OT,Other,6.5,megawatts
2024,NV,Nevada,EU,Electric Utilities,PET,Petroleum,6.0,megawatts
2024,NV,Nevada,EU,Electric Utilities,PETIC,Petroleum - IC,6.0,megawatts
2024,NV,Nevada,EU,Electric Utilities,SOL,Solar,225.0,megawatts
2024,NV,Nevada,EU,Electric Utilities,SOLPV,Solar - PV,225.0,megawatts
2024,NV,Nevada,IPP,Independent Power Producers,ALL,All,7217.3,megawatts
2024,NV,Nevada,IPP,Independent Power Producers,BAT,Battery,778.8,megawatts
2024,NV,Nevada,IPP,Independent Power Producers,COL,Coal,218.4,megawatts
2024,NV,Nevada,IPP,Independent Power Producers,GEO,Geothermal,662.5,megawatts
2024,NV,Nevada,IPP,Independent Power Producers,HYC,Hydroelectric,12.3,megawatts
2024,NV,Nevada,IPP,Independent Power Producers,NG,Natural Gas,403.6,megawatts
2024,NV,Nevada,IPP,Independent Power Producers,NGCC,Natural Gas - CC,279.6,megawatts
2024,NV,Nevada,IPP,Independent Power Producers,NGGT,Natural Gas - GT,8.0,megawatts
2024,NV,Nevada,IPP,Independent Power Producers,NGIC,Natural Gas - IC,116.0,megawatts
2024,NV,Nevada,IPP,Independent Power Producers,OBM,Other Biomass,9.8,megawatts
2024,NV,Nevada,IPP,Independent Power Producers,SOL,Solar,4981.9,megawatts
2024,NV,Nevada,IPP,Independent Power Producers,SOLPV,Solar - PV,4803.4,megawatts
2024,NV,Nevada,IPP,Independent Power Producers,SOLTH,Solar - TH,178.5,megawatts
2024,NV,Nevada,IPP,Independent Power Producers,WND,Wind,150.0,megawatts
2024,NV,Nevada,TOT,All sectors,ALL,All,16725.2,megawatts
2024,NV,Nevada,TOT,All sectors,BAT,Battery,1108.8,megawatts
2024,NV,Nevada,TOT,All sectors,COL,Coal,740.4,megawatts
2024,NV,Nevada,TOT,All sectors,GEO,Geothermal,662.5,megawatts
2024,NV,Nevada,TOT,All sectors,HYC,Hydroelectric,1051.7,megawatts
2024,NV,Nevada,TOT,All sectors,NG,Natural Gas,7782.6,megawatts
2024,NV,Nevada,TOT,All sectors,NGCC,Natural Gas - CC,5703.0,megawatts
2024,NV,Nevada,TOT,All sectors,NGGT,Natural Gas - GT,1629.6,megawatts
2024,NV,Nevada,TOT,All sectors,NGIC,Natural Gas - IC,116.0,megawatts
2024,NV,Nevada,TOT,All sectors,NGST,Natural Gas - ST,334.0,megawatts
2024,NV,Nevada,TOT,All sectors,OBM,Other Biomass,9.8,megawatts
2024,NV,Nevada,TOT,All sectors,OT,Other,6.5,megawatts
2024,NV,Nevada,TOT,All sectors,PET,Petroleum,6.0,megawatts
2024,NV,Nevada,TOT,All sectors,PETIC,Petroleum - IC,6.0,megawatts
2024,NV,Nevada,TOT,All sectors,SOL,Solar,5206.9,megawatts
2024,NV,Nevada,TOT,All sectors,SOLPV,Solar - PV,5028.4,megawatts
2024,NV,Nevada,TOT,All sectors,SOLTH,Solar - TH,178.5,megawatts
2024,NV,Nevada,TOT,All sectors,WND,Wind,150.0,megawatts
2024,NY,New York,EU,Electric Utilities,ALL,All,10816.0,megawatts
2024,NY,New York,EU,Electric Utilities,BAT,Battery,34.0,megawatts
2024,NY,New York,EU,Electric Utilities,HPS,Pumped Storage,1409.8,megawatts
2024,NY,New York,EU,Electric Utilities,HYC,Hydroelectric,3525.5,megawatts
2024,NY,New York,EU,Electric Utilities,NG,Natural Gas,4699.5,megawatts
2024,NY,New York,EU,Electric Utilities,NGCC,Natural Gas - CC,615.5,megawatts
2024,NY,New York,EU,Electric Utilities,NGGT,Natural Gas - GT,1337.8,megawatts
2024,NY,New York,EU,Electric Utilities,NGIC,Natural Gas - IC,28.8,megawatts
2024,NY,New York,EU,Electric Utilities,NGST,Natural Gas - ST,2717.4,megawatts
2024,NY,New York,EU,Electric Utilities,PET,Petroleum,1147.2,megawatts
2024,NY,New York,EU,Electric Utilities,PETGT,Petroleum - GT,1122.0,megawatts
2024,NY,New York,EU,Electric Utilities,PETIC,Petroleum - IC,25.2,megawatts
2024,NY,New York,IPP,Independent Power Producers,ALL,All,30471.7,megawatts
2024,NY,New York,IPP,Independent Power Producers,BAT,Battery,184.1,megawatts
2024,NY,New York,IPP,Independent Power Producers,HYC,Hydroelectric,1037.9,megawatts
2024,NY,New York,IPP,Independent Power Producers,NG,Natural Gas,17580.6,megawatts
2024,NY,New York,IPP,Independent Power Producers,NGCC,Natural Gas - CC,9311.6,megawatts
2024,NY,New York,IPP,Independent Power Producers,NGGT,Natural Gas - GT,1060.3,megawatts
2024,NY,New York,IPP,Independent Power Producers,NGIC,Natural Gas - IC,49.8,megawatts
2024,NY,New York,IPP,Independent Power Producers,NGOTH,Natural Gas - OTH,57.7,megawatts
2024,NY,New York,IPP,Independent Power Producers,NGST,Natural Gas - ST,7101.2,megawatts
2024,NY,New York,IPP,Independent Power Producers,NUC,Nuclear,3330.4,megawatts
2024,NY,New York,IPP,Independent Power Producers,OBM,Other Biomass,377.3,megawatts
2024,NY,New York,IPP,Independent Power Producers,OT,Other,20.0,megawatts
2024,NY,New York,IPP,Independent Power Producers,PET,Petroleum,2378.1,megawatts
2024,NY,New York,IPP,Independent Power Producers,PETGT,Petroleum - GT,478.1,megawatts
2024,NY,New York,IPP,Independent Power Producers,PETIC,Petroleum - IC,289.4,megawatts
2024,NY,New York,IPP,Independent Power Producers,PETST,Petroleum - ST,1610.6,megawatts
2024,NY,New York,IPP,Independent Power Producers,SOL,Solar,2670.6,megawatts
2024,NY,New York,IPP,Independent Power Producers,SOLPV,Solar - PV,2670.6,megawatts
2024,NY,New York,IPP,Independent Power Producers,WND,Wind,2869.7,megawatts
2024,NY,New York,IPP,Independent Power Producers,WOO,Wood,23.0,megawatts
2024,NY,New York,TOT,All sectors,ALL,All,41287.7,megawatts
2024,NY,New York,TOT,All sectors,BAT,Battery,218.1,megawatts
2024,NY,New York,TOT,All sectors,HPS,Pumped Storage,1409.8,megawatts
2024,NY,New York,TOT,All sectors,HYC,Hydroelectric,4563.4,megawatts
2024,NY,New York,TOT,All sectors,NG,Natural Gas,22280.1,megawatts
2024,NY,New York,TOT,All sectors,NGCC,Natural Gas - CC,9927.1,megawatts
2024,NY,New York,TOT,All sectors,NGGT,Natural Gas - GT,2398.1,megawatts
2024,NY,New York,TOT,All sectors,NGIC,Natural Gas - IC,78.6,megawatts
2024,NY,New York,TOT,All sectors,NGOTH,Natural Gas - OTH,57.7,megawatts
2024,NY,New York,TOT,All sectors,NGST,Natural Gas - ST,9818.6,megawatts
2024,NY,New York,TOT,All sectors,NUC,Nuclear,3330.4,megawatts
2024,NY,New York,TOT,All sectors,OBM,Other Biomass,377.3,megawatts
2024,NY,New York,TOT,All sectors,OT,Other,20.0,megawatts
2024,NY,New York,TOT,All sectors,PET,Petroleum,3525.3,megawatts
2024,NY,New York,TOT,All sectors,PETGT,Petroleum - GT,1600.1,megawatts
2024,NY,New York,TOT,All sectors,PETIC,Petroleum - IC,314.6,megawatts
2024,NY,New York,TOT,All sectors,PETST,Petroleum - ST,1610.6,megawatts
2024,NY,New York,TOT,All sectors,SOL,Solar,2670.6,megawatts
2024,NY,New York,TOT,All sectors,SOLPV,Solar - PV,2670.6,megawatts
2024,NY,New York,TOT,All sectors,WND,Wind,2869.7,megawatts
2024,NY,New York,TOT,All sectors,WOO,Wood,23.0,megawatts
2024,OH,Ohio,EU,Electric Utilities,ALL,All,4648.5,megawatts
2024,OH,Ohio,EU,Electric Utilities,BAT,Battery,4.0,megawatts
2024,OH,Ohio,EU,Electric Utilities,COL,Coal,1088.5,megawatts
2024,OH,Ohio,EU,Electric Utilities,HYC,Hydroelectric,81.9,megawatts
2024,OH,Ohio,EU,Electric Utilities,NG,Natural Gas,3225.2,megawatts
2024,OH,Ohio,EU,Electric Utilities,NGCC,Natural Gas - CC,1225.1,megawatts
2024,OH,Ohio,EU,Electric Utilities,NGGT,Natural Gas - GT,1949.7,megawatts
2024,OH,Ohio,EU,Electric Utilities,NGIC,Natural Gas - IC,27.4,megawatts
2024,OH,Ohio,EU,Electric Utilities,NGST,Natural Gas - ST,23.0,megawatts
2024,OH,Ohio,EU,Electric Utilities,OBM,Other Biomass,8.4,megawatts
2024,OH,Ohio,EU,Electric Utilities,PET,Petroleum,228.0,megawatts
2024,OH,Ohio,EU,Electric Utilities,PETGT,Petroleum - GT,64.5,megawatts
2024,OH,Ohio,EU,Electric Utilities,PETIC,Petroleum - IC,163.5,megawatts
2024,OH,Ohio,EU,Electric Utilities,SOL,Solar,5.3,megawatts
2024,OH,Ohio,EU,Electric Utilities,SOLPV,Solar - PV,5.3,megawatts
2024,OH,Ohio,EU,Electric Utilities,WND,Wind,7.2,megawatts
2024,OH,Ohio,IPP,Independent Power Producers,ALL,All,25842.2,megawatts
2024,OH,Ohio,IPP,Independent Power Producers,BAT,Battery,30.8,megawatts
2024,OH,Ohio,IPP,Independent Power Producers,COL,Coal,5532.0,megawatts
2024,OH,Ohio,IPP,Independent Power Producers,HYC,Hydroelectric,20.0,megawatts
2024,OH,Ohio,IPP,Independent Power Producers,NG,Natural Gas,13139.8,megawatts
2024,OH,Ohio,IPP,Independent Power Producers,NGCC,Natural Gas - CC,9327.5,megawatts
2024,OH,Ohio,IPP,Independent Power Producers,NGGT,Natural Gas - GT,3771.3,megawatts
2024,OH,Ohio,IPP,Independent Power Producers,NGIC,Natural Gas - IC,10.0,megawatts
2024,OH,Ohio,IPP,Independent Power Producers,NGST,Natural Gas - ST,31.0,megawatts
2024,OH,Ohio,IPP,Independent Power Producers,NUC,Nuclear,2134.0,megawatts
2024,OH,Ohio,IPP,Independent Power Producers,OBM,Other Biomass,28.9,megawatts
2024,OH,Ohio,IPP,Independent Power Producers,OOG,Other Gas,183.4,megawatts
2024,OH,Ohio,IPP,Independent Power Producers,PET,Petroleum,420.5,megawatts
2024,OH,Ohio,IPP,Independent Power Producers,PETGT,Petroleum - GT,225.2,megawatts
2024,OH,Ohio,IPP,Independent Power Producers,PETIC,Petroleum - IC,49.8,megawatts
2024,OH,Ohio,IPP,Independent Power Producers,PETOTH,Petroleum - OTH,6.0,megawatts
2024,OH,Ohio,IPP,Independent Power Producers,PETST,Petroleum - ST,139.5,megawatts
2024,OH,Ohio,IPP,Independent Power Producers,SOL,Solar,3231.2,megawatts
2024,OH,Ohio,IPP,Independent Power Producers,SOLPV,Solar - PV,3231.2,megawatts
2024,OH,Ohio,IPP,Independent Power Producers,WND,Wind,1094.6,megawatts
2024,OH,Ohio,IPP,Independent Power Producers,WOO,Wood,27.0,megawatts
2024,OH,Ohio,TOT,All sectors,ALL,All,30490.7,megawatts
2024,OH,Ohio,TOT,All sectors,BAT,Battery,34.8,megawatts
2024,OH,Ohio,TOT,All sectors,COL,Coal,6620.5,megawatts
2024,OH,Ohio,TOT,All sectors,HYC,Hydroelectric,101.9,megawatts
2024,OH,Ohio,TOT,All sectors,NG,Natural Gas,16365.0,megawatts
2024,OH,Ohio,TOT,All sectors,NGCC,Natural Gas - CC,10552.6,megawatts
2024,OH,Ohio,TOT,All sectors,NGGT,Natural Gas - GT,5721.0,megawatts
2024,OH,Ohio,TOT,All sectors,NGIC,Natural Gas - IC,37.4,megawatts
2024,OH,Ohio,TOT,All sectors,NGST,Natural Gas - ST,54.0,megawatts
2024,OH,Ohio,TOT,All sectors,NUC,Nuclear,2134.0,megawatts
2024,OH,Ohio,TOT,All sectors,OBM,Other Biomass,37.3,megawatts
2024,OH,Ohio,TOT,All sectors,OOG,Other Gas,183.4,megawatts
2024,OH,Ohio,TOT,All sectors,PET,Petroleum,648.5,megawatts
2024,OH,Ohio,TOT,All sectors,PETGT,Petroleum - GT,289.7,megawatts
2024,OH,Ohio,TOT,All sectors,PETIC,Petroleum - IC,213.3,megawatts
2024,OH,Ohio,TOT,All sectors,PETOTH,Petroleum - OTH,6.0,megawatts
2024,OH,Ohio,TOT,All sectors,PETST,Petroleum - ST,139.5,megawatts
2024,OH,Ohio,TOT,All sectors,SOL,Solar,3236.5,megawatts
2024,OH,Ohio,TOT,All sectors,SOLPV,Solar - PV,3236.5,megawatts
2024,OH,Ohio,TOT,All sectors,WND,Wind,1101.8,megawatts
2024,OH,Ohio,TOT,All sectors,WOO,Wood,27.0,megawatts
2024,OK,Oklahoma,EU,Electric Utilities,ALL,All,18058.1,megawatts
2024,OK,Oklahoma,EU,Electric Utilities,COL,Coal,3258.9,megawatts
2024,OK,Oklahoma,EU,Electric Utilities,HPS,Pumped Storage,241.5,megawatts
2024,OK,Oklahoma,EU,Electric Utilities,HYC,Hydroelectric,832.4,megawatts
2024,OK,Oklahoma,EU,Electric Utilities,NG,Natural Gas,11350.1,megawatts
